target_intended_observed,model_intended_observed,model,bootstrap,subset,f1_score,f1_score_anger,f1_score_disgust,f1_score_fear,f1_score_happy,f1_score_neutral,f1_score_sad,recall,recall_anger,recall_disgust,recall_fear,recall_happy,recall_neutral,recall_sad
observed,intended,cnn_lstm,26,non-cauc,0.40118,0.65900,0.38372,0.42056,0.37879,0.34549,0.21951,0.47541,0.72881,0.44000,0.57692,0.56818,0.21127,0.32727
intended,intended,cnn_lstm,26,male,0.55757,0.70500,0.50440,0.46715,0.52229,0.65432,0.49223,0.53140,0.75401,0.44103,0.51064,0.42932,0.59887,0.45455
intended,intended,cnn_lstm,26,female,0.60411,0.73538,0.55046,0.53644,0.56818,0.68345,0.55072,0.57261,0.73333,0.47872,0.55758,0.50000,0.61688,0.54913
intended,intended,cnn_lstm,26,cauc,0.57665,0.72279,0.51570,0.47182,0.54054,0.66998,0.53906,0.54464,0.73950,0.44574,0.52804,0.45249,0.59471,0.50735
intended,intended,cnn_lstm,26,non-cauc,0.58242,0.71324,0.54955,0.54545,0.54808,0.66332,0.47489,0.56031,0.75194,0.48800,0.53957,0.47500,0.63462,0.47273
observed,intended,cnn_lstm,27,male,0.34680,0.62588,0.33887,0.36678,0.26506,0.28700,0.19718,0.46497,0.73077,0.37778,0.44915,0.57895,0.17044,0.48276
observed,intended,cnn_lstm,27,female,0.39263,0.63284,0.31915,0.31128,0.42066,0.38164,0.29020,0.45729,0.73611,0.37500,0.32520,0.68675,0.23921,0.38144
observed,intended,cnn_lstm,27,cauc,0.37295,0.62041,0.34483,0.31667,0.38798,0.32113,0.24672,0.46783,0.73077,0.39877,0.34969,0.71000,0.19432,0.42342
observed,intended,cnn_lstm,27,non-cauc,0.35844,0.64444,0.30097,0.38710,0.24675,0.34351,0.22785,0.43844,0.73729,0.33696,0.46154,0.47500,0.21077,0.40909
intended,intended,cnn_lstm,27,male,0.56855,0.68636,0.49744,0.50259,0.56410,0.61489,0.54589,0.56213,0.76650,0.43304,0.45116,0.55556,0.56548,0.60106
intended,intended,cnn_lstm,27,female,0.61334,0.74317,0.58580,0.49664,0.59563,0.70588,0.55294,0.60148,0.77714,0.56250,0.45122,0.61236,0.68919,0.51648
intended,intended,cnn_lstm,27,cauc,0.59732,0.71805,0.53333,0.51142,0.58349,0.65686,0.58077,0.58515,0.76400,0.48120,0.46473,0.59608,0.60090,0.60400
intended,intended,cnn_lstm,27,non-cauc,0.57347,0.70073,0.54839,0.47967,0.57021,0.66316,0.47863,0.56995,0.78689,0.50746,0.42754,0.55372,0.67742,0.46667
observed,intended,cnn_lstm,28,male,0.36226,0.66830,0.38095,0.34981,0.25532,0.34633,0.17284,0.44548,0.69388,0.48780,0.38017,0.55556,0.21119,0.34426
observed,intended,cnn_lstm,28,female,0.40214,0.67290,0.31276,0.36296,0.51012,0.33807,0.21603,0.45239,0.72000,0.33929,0.39200,0.75904,0.20877,0.29524
observed,intended,cnn_lstm,28,cauc,0.37583,0.66667,0.32869,0.36313,0.37107,0.32914,0.19629,0.43896,0.68203,0.38816,0.40373,0.66292,0.20095,0.29600
observed,intended,cnn_lstm,28,non-cauc,0.39832,0.67606,0.39196,0.34286,0.41463,0.36832,0.19608,0.47816,0.74419,0.46988,0.35294,0.70833,0.22779,0.36585
intended,intended,cnn_lstm,28,male,0.56685,0.74528,0.52742,0.47647,0.56989,0.59748,0.48454,0.54684,0.74178,0.52880,0.40909,0.55497,0.59006,0.45631
intended,intended,cnn_lstm,28,female,0.60378,0.76023,0.52727,0.54658,0.64162,0.62545,0.52149,0.57655,0.76023,0.43719,0.49718,0.60989,0.60993,0.54491
intended,intended,cnn_lstm,28,cauc,0.58143,0.75732,0.49561,0.51214,0.59916,0.59740,0.52695,0.55310,0.72112,0.45382,0.45312,0.57959,0.58081,0.53012
intended,intended,cnn_lstm,28,non-cauc,0.58874,0.74306,0.58366,0.50718,0.61475,0.63462,0.44915,0.57163,0.80451,0.53191,0.44538,0.58594,0.63462,0.42742
observed,intended,cnn_lstm,29,male,0.37297,0.63483,0.36120,0.35507,0.30435,0.46169,0.12069,0.44361,0.62088,0.46552,0.42609,0.58333,0.30656,0.25926
observed,intended,cnn_lstm,29,female,0.40968,0.64151,0.27848,0.42294,0.41202,0.46875,0.23438,0.44660,0.65385,0.34737,0.46094,0.60000,0.31746,0.30000
observed,intended,cnn_lstm,29,cauc,0.38752,0.63020,0.29917,0.38342,0.35507,0.46461,0.19263,0.43718,0.63436,0.37241,0.44311,0.56977,0.31034,0.29310
observed,intended,cnn_lstm,29,non-cauc,0.40502,0.65438,0.37714,0.40237,0.38298,0.46512,0.14815,0.46771,0.63964,0.50000,0.44737,0.64286,0.31325,0.26316
intended,intended,cnn_lstm,29,male,0.53400,0.72087,0.50000,0.42424,0.47164,0.64531,0.44193,0.51965,0.68205,0.47761,0.38119,0.39698,0.73438,0.44571
intended,intended,cnn_lstm,29,female,0.61610,0.76879,0.52090,0.54381,0.60248,0.71074,0.54985,0.59873,0.72283,0.47929,0.50000,0.57396,0.79630,0.52000
intended,intended,cnn_lstm,29,cauc,0.57056,0.74286,0.49462,0.48017,0.51936,0.68841,0.49793,0.55196,0.70000,0.46185,0.44231,0.45783,0.76000,0.48980
intended,intended,cnn_lstm,29,non-cauc,0.57811,0.74667,0.53913,0.48372,0.56881,0.64516,0.48515,0.56690,0.70588,0.51240,0.42623,0.52101,0.76923,0.46667
observed,intended,cnn_lstm,3,male,0.36007,0.62844,0.29119,0.38486,0.26667,0.40125,0.18803,0.42320,0.68844,0.35849,0.46923,0.40000,0.25634,0.36667
observed,intended,cnn_lstm,3,female,0.40947,0.63529,0.28070,0.33910,0.47115,0.44596,0.28462,0.43570,0.69231,0.32323,0.40164,0.53846,0.29583,0.36275
observed,intended,cnn_lstm,3,cauc,0.38406,0.62651,0.27848,0.37071,0.37984,0.41151,0.23729,0.42741,0.67241,0.30769,0.43784,0.50515,0.26637,0.37500
observed,intended,cnn_lstm,3,non-cauc,0.39158,0.64029,0.30058,0.34320,0.38261,0.43993,0.24286,0.44203,0.72358,0.41935,0.43284,0.44898,0.28744,0.34000
intended,intended,cnn_lstm,3,male,0.52276,0.70175,0.48571,0.44327,0.43791,0.58355,0.48438,0.50660,0.73059,0.43590,0.43750,0.34184,0.65089,0.44286
intended,intended,cnn_lstm,3,female,0.62447,0.74011,0.55518,0.57313,0.56228,0.73156,0.58453,0.60431,0.77059,0.48824,0.57143,0.48171,0.77987,0.53403
intended,intended,cnn_lstm,3,cauc,0.57339,0.72658,0.49165,0.51822,0.50367,0.64742,0.55278,0.55321,0.73930,0.41870,0.52893,0.41532,0.70089,0.51613
intended,intended,cnn_lstm,3,non-cauc,0.56212,0.70383,0.56522,0.47273,0.48315,0.66667,0.48113,0.54907,0.76515,0.54622,0.44068,0.38393,0.74038,0.41803
observed,intended,cnn_lstm,30,male,0.38893,0.63348,0.40789,0.38062,0.38261,0.29157,0.23741,0.49900,0.74074,0.45588,0.42636,0.66667,0.17212,0.53226
observed,intended,cnn_lstm,30,female,0.40644,0.65706,0.35745,0.36975,0.41221,0.33811,0.30405,0.48029,0.72611,0.41176,0.37288,0.63529,0.20629,0.52941
observed,intended,cnn_lstm,30,cauc,0.40319,0.66667,0.40000,0.36111,0.41056,0.29791,0.28288,0.50131,0.74449,0.46154,0.38012,0.70707,0.17689,0.53774
observed,intended,cnn_lstm,30,non-cauc,0.38762,0.60284,0.35754,0.40719,0.37086,0.34165,0.24561,0.46850,0.71429,0.39024,0.44737,0.53846,0.20843,0.51220
intended,intended,cnn_lstm,30,male,0.57938,0.71739,0.53298,0.47778,0.56284,0.61654,0.56876,0.56306,0.79710,0.47867,0.43000,0.50990,0.58993,0.57277
intended,intended,cnn_lstm,30,female,0.61464,0.72176,0.53968,0.49832,0.60969,0.70175,0.61662,0.59935,0.75723,0.46703,0.41808,0.61494,0.62893,0.70988
intended,intended,cnn_lstm,30,cauc,0.60580,0.72590,0.55437,0.48980,0.59426,0.65928,0.61121,0.58815,0.77108,0.49057,0.42857,0.58943,0.58911,0.66016
intended,intended,cnn_lstm,30,non-cauc,0.57730,0.70748,0.49778,0.48148,0.56769,0.66316,0.54618,0.56251,0.79389,0.43750,0.41600,0.50000,0.65625,0.57143
observed,intended,cnn_lstm,31,male,0.33875,0.62564,0.33466,0.28972,0.27306,0.34330,0.16611,0.44629,0.74847,0.35000,0.27193,0.71154,0.21117,0.38462
observed,intended,cnn_lstm,31,female,0.39673,0.66087,0.31414,0.30400,0.44599,0.37845,0.27692,0.46185,0.76000,0.31579,0.29457,0.70330,0.23826,0.45918
observed,intended,cnn_lstm,31,cauc,0.37088,0.63556,0.34130,0.27864,0.38462,0.34612,0.23908,0.45881,0.72589,0.35461,0.26627,0.72816,0.21363,0.46429
observed,intended,cnn_lstm,31,non-cauc,0.36165,0.65263,0.29530,0.34043,0.30952,0.38351,0.18848,0.44464,0.80172,0.29730,0.32432,0.65000,0.24153,0.35294
intended,intended,cnn_lstm,31,male,0.55594,0.72170,0.47436,0.39604,0.54893,0.64140,0.55319,0.55232,0.77665,0.40884,0.29557,0.57500,0.63218,0.62567
intended,intended,cnn_lstm,31,female,0.60825,0.72472,0.52747,0.47213,0.62916,0.69896,0.59709,0.60273,0.80124,0.40678,0.39130,0.63077,0.72143,0.66486
intended,intended,cnn_lstm,31,cauc,0.58284,0.71967,0.49357,0.42469,0.58169,0.68127,0.59619,0.57706,0.76444,0.40506,0.34263,0.60000,0.67308,0.67717
intended,intended,cnn_lstm,31,non-cauc,0.57706,0.72848,0.51020,0.45320,0.60079,0.64253,0.52713,0.57210,0.82707,0.41322,0.33824,0.60800,0.66981,0.57627
observed,intended,cnn_lstm,32,male,0.34853,0.66667,0.33143,0.32456,0.23469,0.32194,0.21186,0.44769,0.76596,0.47934,0.37374,0.48936,0.19312,0.38462
observed,intended,cnn_lstm,32,female,0.38688,0.65889,0.30483,0.33566,0.45267,0.36835,0.20087,0.43899,0.75333,0.41000,0.35821,0.64706,0.23063,0.23469
observed,intended,cnn_lstm,32,cauc,0.37319,0.65896,0.32212,0.30114,0.39610,0.35261,0.20820,0.44181,0.74026,0.45270,0.32121,0.64211,0.21729,0.27731
observed,intended,cnn_lstm,32,non-cauc,0.36103,0.67188,0.31527,0.39506,0.25954,0.32176,0.20270,0.45108,0.80374,0.43836,0.47059,0.45946,0.19341,0.34091
intended,intended,cnn_lstm,32,male,0.55636,0.74172,0.52706,0.40994,0.50595,0.59639,0.55710,0.54177,0.80383,0.57143,0.34197,0.45455,0.54696,0.53191
intended,intended,cnn_lstm,32,female,0.59623,0.70523,0.54381,0.55927,0.64072,0.62838,0.50000,0.57790,0.75294,0.55556,0.51977,0.60795,0.59615,0.43503
intended,intended,cnn_lstm,32,cauc,0.57848,0.73358,0.53668,0.48815,0.57778,0.61432,0.52036,0.55926,0.77308,0.55600,0.43830,0.54852,0.56838,0.47131
intended,intended,cnn_lstm,32,non-cauc,0.57310,0.70896,0.52941,0.48035,0.56364,0.60513,0.55111,0.56106,0.79832,0.58333,0.40741,0.49206,0.57282,0.51240
observed,intended,cnn_lstm,33,male,0.33964,0.60369,0.30769,0.34932,0.29703,0.30035,0.17978,0.44207,0.72778,0.37838,0.48113,0.51724,0.17867,0.36923
observed,intended,cnn_lstm,33,female,0.40950,0.62916,0.30962,0.39706,0.44643,0.37555,0.29921,0.46308,0.75000,0.34259,0.43902,0.60976,0.23713,0.40000
observed,intended,cnn_lstm,33,cauc,0.37520,0.61682,0.31250,0.34501,0.40714,0.31765,0.25205,0.45353,0.73661,0.39286,0.41830,0.58763,0.19263,0.39316
observed,intended,cnn_lstm,33,non-cauc,0.37065,0.61379,0.30000,0.42487,0.31507,0.36502,0.20513,0.45297,0.74167,0.30380,0.53947,0.53488,0.22588,0.37209
intended,intended,cnn_lstm,33,male,0.55078,0.70354,0.50440,0.49096,0.50289,0.62069,0.48223,0.53759,0.80303,0.48045,0.47264,0.43069,0.54396,0.49479
intended,intended,cnn_lstm,33,female,0.61606,0.74879,0.49836,0.57576,0.64052,0.68919,0.54375,0.59919,0.82888,0.43678,0.52486,0.59756,0.66667,0.54037
intended,intended,cnn_lstm,33,cauc,0.58023,0.73404,0.49237,0.54352,0.55981,0.65375,0.49789,0.56309,0.81818,0.45749,0.50593,0.49787,0.57692,0.52212
intended,intended,cnn_lstm,33,non-cauc,0.58412,0.70861,0.52406,0.50407,0.58120,0.65347,0.53333,0.57166,0.81061,0.46226,0.48062,0.51908,0.65347,0.50394
observed,intended,cnn_lstm,34,male,0.34093,0.58234,0.35052,0.40656,0.22472,0.27423,0.20721,0.43096,0.62887,0.40800,0.46269,0.48387,0.16000,0.44231
observed,intended,cnn_lstm,34,female,0.38329,0.63950,0.28311,0.35540,0.34711,0.35920,0.31541,0.42639,0.71329,0.32292,0.38346,0.53165,0.22442,0.38261
observed,intended,cnn_lstm,34,cauc,0.36308,0.60262,0.31395,0.38095,0.30267,0.29259,0.28571,0.42896,0.65094,0.35526,0.42458,0.55435,0.17402,0.41463
observed,intended,cnn_lstm,34,non-cauc,0.35845,0.61429,0.33735,0.38342,0.24419,0.34926,0.22222,0.42015,0.68800,0.40580,0.42045,0.42857,0.21445,0.36364
intended,intended,cnn_lstm,34,male,0.54156,0.67647,0.50390,0.45995,0.49515,0.56643,0.54749,0.51900,0.75410,0.44292,0.41204,0.49275,0.49091,0.52128
intended,intended,cnn_lstm,34,female,0.58460,0.73591,0.45161,0.49398,0.58046,0.65972,0.58592,0.56046,0.77019,0.40385,0.46067,0.54595,0.63758,0.54450
intended,intended,cnn_lstm,34,cauc,0.57559,0.71882,0.47166,0.47436,0.56917,0.61957,0.60000,0.54759,0.74890,0.41767,0.44758,0.55172,0.54545,0.57422
intended,intended,cnn_lstm,34,non-cauc,0.53610,0.67647,0.50224,0.47809,0.46457,0.60194,0.49327,0.52162,0.78632,0.44444,0.41096,0.45038,0.59048,0.44715
observed,intended,cnn_lstm,35,male,0.35888,0.59375,0.32558,0.40000,0.26295,0.34676,0.22424,0.48281,0.67456,0.32812,0.39669,0.60000,0.21233,0.68519
observed,intended,cnn_lstm,35,female,0.40339,0.62431,0.34061,0.28926,0.42975,0.37986,0.35655,0.47583,0.75839,0.35780,0.25180,0.62651,0.23913,0.62136
observed,intended,cnn_lstm,35,cauc,0.37432,0.60041,0.32099,0.31611,0.33908,0.35760,0.31174,0.46751,0.71078,0.32911,0.28889,0.60204,0.22171,0.65254
observed,intended,cnn_lstm,35,non-cauc,0.39308,0.62357,0.35583,0.40523,0.35862,0.36905,0.24615,0.49463,0.71930,0.36709,0.38750,0.65000,0.22850,0.61538
intended,intended,cnn_lstm,35,male,0.57846,0.73430,0.52537,0.43333,0.53684,0.62391,0.61698,0.57069,0.76382,0.42927,0.35912,0.55435,0.59777,0.71981
intended,intended,cnn_lstm,35,female,0.59645,0.72727,0.51148,0.47059,0.59302,0.67354,0.60280,0.59924,0.84472,0.42162,0.36559,0.55135,0.66216,0.75000
intended,intended,cnn_lstm,35,cauc,0.58505,0.73438,0.52830,0.43434,0.56471,0.63946,0.60911,0.58278,0.80687,0.43411,0.34818,0.55385,0.61039,0.74330
intended,intended,cnn_lstm,35,non-cauc,0.59146,0.72464,0.50000,0.48705,0.56075,0.66321,0.61314,0.58619,0.78740,0.40909,0.39167,0.55046,0.66667,0.71186
observed,intended,cnn_lstm,36,male,0.37309,0.65482,0.36054,0.44231,0.29596,0.32802,0.15686,0.46822,0.69355,0.43443,0.52672,0.57895,0.19835,0.37736
observed,intended,cnn_lstm,36,female,0.40014,0.65445,0.32599,0.34328,0.40486,0.37647,0.29577,0.46349,0.71839,0.34259,0.40000,0.66667,0.23748,0.41584
observed,intended,cnn_lstm,36,cauc,0.37912,0.64257,0.35224,0.39796,0.31975,0.34297,0.21925,0.45733,0.66667,0.40136,0.46429,0.61446,0.21040,0.38679
observed,intended,cnn_lstm,36,non-cauc,0.40719,0.67626,0.33333,0.39362,0.42384,0.36154,0.25455,0.49102,0.78333,0.37349,0.47436,0.65306,0.22434,0.43750
intended,intended,cnn_lstm,36,male,0.55789,0.73039,0.53826,0.47644,0.50430,0.56592,0.53202,0.54237,0.74500,0.49275,0.45274,0.48087,0.55346,0.52941
intended,intended,cnn_lstm,36,female,0.61209,0.77859,0.54795,0.51393,0.59412,0.66899,0.56897,0.59959,0.78818,0.46243,0.48824,0.60119,0.65753,0.60000
intended,intended,cnn_lstm,36,cauc,0.58382,0.74031,0.53604,0.51724,0.53419,0.61084,0.56430,0.56740,0.74031,0.46484,0.50000,0.53879,0.57944,0.58103
intended,intended,cnn_lstm,36,non-cauc,0.58355,0.77888,0.55507,0.44813,0.57919,0.62500,0.51502,0.57474,0.81379,0.50806,0.41221,0.53782,0.65934,0.51724
observed,intended,cnn_lstm,37,male,0.36773,0.63717,0.37714,0.31081,0.32558,0.34513,0.21053,0.48080,0.55670,0.54098,0.38333,0.70000,0.21196,0.49180
observed,intended,cnn_lstm,37,female,0.42182,0.64260,0.41549,0.35570,0.50000,0.38440,0.23273,0.47869,0.57051,0.57843,0.46491,0.65979,0.24296,0.35556
observed,intended,cnn_lstm,37,cauc,0.38451,0.63682,0.38118,0.29648,0.42042,0.37478,0.19740,0.46325,0.54936,0.54000,0.38562,0.68627,0.23439,0.38384
observed,intended,cnn_lstm,37,non-cauc,0.41700,0.64486,0.42105,0.40816,0.42029,0.33333,0.27429,0.49813,0.58974,0.59459,0.49383,0.64444,0.20460,0.46154
intended,intended,cnn_lstm,37,male,0.56501,0.66476,0.50591,0.49096,0.55080,0.65465,0.52300,0.54874,0.56863,0.54872,0.45024,0.49282,0.66061,0.57143
intended,intended,cnn_lstm,37,female,0.60564,0.67820,0.59079,0.56069,0.60119,0.65397,0.54902,0.58827,0.58333,0.58289,0.59877,0.57062,0.62424,0.56977
intended,intended,cnn_lstm,37,cauc,0.58719,0.67303,0.55556,0.53061,0.57778,0.65962,0.52652,0.56934,0.56400,0.56604,0.53061,0.54167,0.63934,0.57438
intended,intended,cnn_lstm,37,non-cauc,0.57699,0.66667,0.52381,0.51029,0.56744,0.64000,0.55372,0.56017,0.59836,0.56410,0.48438,0.50000,0.65116,0.56303
observed,intended,cnn_lstm,38,male,0.36637,0.65591,0.41791,0.39465,0.22222,0.30569,0.20183,0.44325,0.64894,0.45528,0.51754,0.48936,0.18169,0.36667
observed,intended,cnn_lstm,38,female,0.40754,0.63415,0.32743,0.37162,0.44828,0.39708,0.26667,0.44546,0.65823,0.35577,0.42636,0.65000,0.25232,0.33010
observed,intended,cnn_lstm,38,cauc,0.38098,0.65179,0.37888,0.35071,0.33548,0.35970,0.20930,0.43218,0.63203,0.40397,0.43529,0.59770,0.22158,0.30252
observed,intended,cnn_lstm,38,non-cauc,0.40884,0.63492,0.37209,0.46243,0.35659,0.31692,0.31008,0.48090,0.69565,0.42105,0.54795,0.57500,0.19121,0.45455
intended,intended,cnn_lstm,38,male,0.55811,0.73846,0.49718,0.50667,0.52252,0.59259,0.49123,0.51990,0.69903,0.42105,0.50000,0.50289,0.53988,0.45652
intended,intended,cnn_lstm,38,female,0.61916,0.73099,0.54483,0.57647,0.65031,0.68439,0.52795,0.58953,0.72674,0.47024,0.56647,0.60920,0.66452,0.50000
intended,intended,cnn_lstm,38,cauc,0.59085,0.74249,0.50000,0.54762,0.59341,0.64531,0.51627,0.55621,0.69478,0.41379,0.54762,0.58190,0.59494,0.50424
intended,intended,cnn_lstm,38,non-cauc,0.58035,0.72180,0.55660,0.52133,0.56863,0.62112,0.49261,0.54894,0.74419,0.50862,0.49550,0.50435,0.61728,0.42373
observed,intended,cnn_lstm,39,male,0.35965,0.63021,0.38488,0.36090,0.27556,0.28261,0.22373,0.46186,0.69942,0.50000,0.43636,0.53448,0.16667,0.43421
observed,intended,cnn_lstm,39,female,0.37615,0.67989,0.29596,0.31293,0.41296,0.34286,0.21233,0.43869,0.76923,0.34021,0.37705,0.57955,0.20979,0.35632
observed,intended,cnn_lstm,39,cauc,0.36101,0.66109,0.31250,0.32124,0.35077,0.31048,0.20997,0.43975,0.72477,0.37037,0.38994,0.60000,0.18644,0.36697
observed,intended,cnn_lstm,39,non-cauc,0.38228,0.64093,0.40206,0.36782,0.34014,0.30970,0.23301,0.47217,0.74775,0.52703,0.43836,0.49020,0.18527,0.44444
intended,intended,cnn_lstm,39,male,0.55949,0.69720,0.52468,0.40688,0.56522,0.60000,0.56296,0.54778,0.75275,0.49029,0.36788,0.51741,0.54545,0.61290
intended,intended,cnn_lstm,39,female,0.59640,0.75676,0.53199,0.52394,0.56725,0.64769,0.55080,0.58562,0.80925,0.46199,0.50820,0.53005,0.59477,0.60947
intended,intended,cnn_lstm,39,cauc,0.56247,0.71919,0.47926,0.48033,0.55372,0.60541,0.53689,0.55188,0.75745,0.41767,0.45312,0.52756,0.54902,0.60648
intended,intended,cnn_lstm,39,non-cauc,0.60496,0.73881,0.61290,0.43439,0.59292,0.65969,0.59107,0.59408,0.82500,0.59375,0.40000,0.51538,0.61165,0.61871
observed,intended,cnn_lstm,4,male,0.37108,0.63128,0.32773,0.39891,0.31373,0.30268,0.25217,0.45725,0.64205,0.31707,0.57031,0.59259,0.18207,0.43939
observed,intended,cnn_lstm,4,female,0.38463,0.65798,0.30601,0.36269,0.38211,0.34118,0.25781,0.42239,0.68243,0.30769,0.48276,0.54651,0.20939,0.30556
observed,intended,cnn_lstm,4,cauc,0.36918,0.64037,0.31734,0.33932,0.36667,0.31507,0.23631,0.41932,0.65094,0.30935,0.47222,0.56701,0.19098,0.32540
observed,intended,cnn_lstm,4,non-cauc,0.39712,0.64957,0.32000,0.46215,0.32000,0.32882,0.30216,0.46964,0.67857,0.32000,0.62366,0.55814,0.20000,0.43750
intended,intended,cnn_lstm,4,male,0.57053,0.71277,0.47706,0.53364,0.54545,0.60984,0.54441,0.53936,0.69072,0.36792,0.59585,0.48691,0.58125,0.51351
intended,intended,cnn_lstm,4,female,0.58817,0.76220,0.47244,0.55427,0.55652,0.65693,0.52665,0.55888,0.73964,0.37037,0.62500,0.51892,0.60811,0.49123
intended,intended,cnn_lstm,4,cauc,0.56492,0.73913,0.43570,0.51489,0.54945,0.62404,0.52632,0.53481,0.70539,0.33333,0.58800,0.49603,0.57547,0.51064
intended,intended,cnn_lstm,4,non-cauc,0.60664,0.72951,0.55000,0.60068,0.55411,0.64894,0.55660,0.57675,0.72951,0.44000,0.65185,0.51613,0.63542,0.48760
observed,intended,cnn_lstm,40,male,0.34354,0.59459,0.28708,0.32090,0.26923,0.39698,0.19247,0.42338,0.75429,0.27778,0.39815,0.50000,0.25068,0.35938
observed,intended,cnn_lstm,40,female,0.39365,0.60636,0.22727,0.34909,0.48980,0.42724,0.26217,0.45292,0.82667,0.20202,0.40336,0.62338,0.28169,0.38043
observed,intended,cnn_lstm,40,cauc,0.37153,0.58692,0.29572,0.31183,0.38095,0.41012,0.24363,0.44847,0.78109,0.26573,0.36943,0.61176,0.26464,0.39815
observed,intended,cnn_lstm,40,non-cauc,0.36165,0.62264,0.18750,0.38596,0.36641,0.41132,0.19608,0.42218,0.79839,0.18750,0.47143,0.50000,0.26329,0.31250
intended,intended,cnn_lstm,40,male,0.54634,0.67100,0.41638,0.47324,0.56571,0.61408,0.53763,0.53867,0.80311,0.31771,0.43077,0.50000,0.67284,0.50761
intended,intended,cnn_lstm,40,female,0.59680,0.70615,0.48361,0.55108,0.58909,0.69971,0.55114,0.59256,0.86111,0.35329,0.53293,0.51923,0.74074,0.54802
intended,intended,cnn_lstm,40,cauc,0.57799,0.67601,0.44384,0.50998,0.58796,0.68163,0.56851,0.57239,0.81435,0.32271,0.48729,0.52049,0.71983,0.56967
intended,intended,cnn_lstm,40,non-cauc,0.55210,0.70909,0.45349,0.51101,0.54922,0.59615,0.49362,0.54727,0.86029,0.36111,0.46032,0.48182,0.67391,0.44615
observed,intended,cnn_lstm,41,male,0.34996,0.67916,0.32177,0.37398,0.24113,0.30700,0.17671,0.43680,0.71078,0.45133,0.39316,0.54839,0.18378,0.33333
observed,intended,cnn_lstm,41,female,0.39299,0.64474,0.24906,0.39506,0.40613,0.34855,0.31438,0.47397,0.73134,0.35870,0.37795,0.67089,0.21538,0.48958
observed,intended,cnn_lstm,41,cauc,0.38085,0.66667,0.29231,0.39528,0.33514,0.32210,0.27363,0.47319,0.69778,0.40426,0.39881,0.68132,0.19479,0.46218
observed,intended,cnn_lstm,41,non-cauc,0.35272,0.66154,0.28125,0.36000,0.28902,0.33272,0.19178,0.42790,0.76106,0.42188,0.35526,0.50000,0.20362,0.32558
intended,intended,cnn_lstm,41,male,0.54973,0.71226,0.53938,0.39877,0.56148,0.57049,0.51596,0.53833,0.75124,0.52558,0.32995,0.57346,0.54717,0.50259
intended,intended,cnn_lstm,41,female,0.61034,0.73520,0.51268,0.50000,0.63483,0.68456,0.59474,0.60360,0.78146,0.50000,0.41477,0.64943,0.63750,0.63842
intended,intended,cnn_lstm,41,cauc,0.58574,0.73640,0.52874,0.45933,0.58564,0.64691,0.55744,0.57455,0.75862,0.50549,0.38866,0.60227,0.59545,0.59677
intended,intended,cnn_lstm,41,non-cauc,0.56536,0.69663,0.52381,0.42000,0.61475,0.58586,0.55111,0.55908,0.77500,0.53226,0.33333,0.61983,0.58586,0.50820
observed,intended,cnn_lstm,42,male,0.38049,0.65583,0.37255,0.34884,0.30147,0.36825,0.23602,0.46889,0.62371,0.41304,0.35714,0.62121,0.23108,0.56716
observed,intended,cnn_lstm,42,female,0.43866,0.64706,0.37011,0.42975,0.44776,0.41153,0.32573,0.50346,0.62264,0.50000,0.39098,0.72289,0.26342,0.52083
observed,intended,cnn_lstm,42,cauc,0.39507,0.65632,0.34146,0.36207,0.36364,0.36951,0.27740,0.47319,0.61667,0.42568,0.35000,0.68750,0.22940,0.52991
observed,intended,cnn_lstm,42,non-cauc,0.43584,0.64286,0.42202,0.44737,0.39548,0.42159,0.28571,0.50994,0.63717,0.48936,0.43038,0.66038,0.27716,0.56522
intended,intended,cnn_lstm,42,male,0.56090,0.70558,0.48042,0.42254,0.57005,0.61408,0.57271,0.55027,0.63470,0.42791,0.33632,0.56731,0.66871,0.66667
intended,intended,cnn_lstm,42,female,0.62051,0.72948,0.60167,0.45833,0.63014,0.71250,0.59091,0.60631,0.65934,0.59341,0.36872,0.63889,0.74510,0.63243
